Listagem de Filmes Brasileiros e Estrangeiros Exibidos - 2009 a 2019;;;;;;;;;;
;;;;;;;;;;
Ano de exibição;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Público no ano de exibição;Renda (R$) no ano de exibição
2009;Mataram Irmã Dorothy;E1600640700000;Documentário;Estados Unidos;Estrangeira;17/04/2009;Moviemobz;Distribuição Nacional;1.199;10.364,50
2009;Maus Hábitos;E1600607000000;Ficção;México;Estrangeira;18/07/2008;Paris;Distribuição Nacional;184;1.018,50
2009;Max Payne;E1600261000000;Ficção;Canadá, Estados Unidos;Estrangeira;21/11/2008;Fox;Distribuição Internacional;4.781;25.083,00
2009;Medos Privados em Lugares Públicos;E1600557500000;Ficção;França;Estrangeira;06/07/2007;Pandora Filmes;Distribuição Nacional;10.407;94.852,32
2009;Melinda & Melinda;E1600607700000;Ficção;Estados Unidos;Estrangeira;27/05/2005;Fox;Distribuição Internacional;800;4.000,00
2009;Memória para Uso Diário;B0700794200000;Documentário;Brasil;Brasileira;05/12/2008;Pipa Produções;Distribuição Nacional;76;375
2009;Mensageiras da Luz - Parteiras da Amazônia;B0500216600000;Documentário;Brasil;Brasileira;09/12/2005;Polifilmes;Distribuição Nacional;108;321,12
2009;Mesa de Bar Onde Tudo Acontece;B0901082400000;Ficção;Brasil;Brasileira;23/10/2009;Mirasul;Distribuição Nacional;104;1.061,00
2009;Meu Irmão é Filho Único;E1600608200000;Ficção;Itália;Estrangeira;01/08/2008;Playarte;Distribuição Nacional;143;663
2009;Meu Nome não é Johnny;B0700781900000;Ficção;Brasil;Brasileira;04/01/2008;Sony;Distribuição Internacional;490;2.620,00
2009;Meu Nome é Dindi;B0800842400000;Ficção;Brasil;Brasileira;07/11/2008;RioFilme;Distribuição Nacional;911;3.532,00
2009;Meu Nome é Juani;E1600638400000;Ficção;Espanha;Estrangeira;13/12/2008;Paris;Distribuição Nacional;18;111
2009;Michael Jackson This Is It;E1500482600000;Documentário;Estados Unidos;Estrangeira;28/10/2009;Sony;Distribuição Internacional;712.518;6.365.742,25
2009;Mil Anos de Orações;E1600549500000;Ficção;Estados Unidos;Estrangeira;21/11/2008;Imovision;Distribuição Nacional;1.508;12.865,47
2009;Milagre em Sta. Anna;E1600608400000;Ficção;Estados Unidos;Estrangeira;30/04/2009;Califórnia;Distribuição Nacional;5.649;49.285,89
2009;Milk - A Voz da Igualdade;E1600608000000;Ficção;Estados Unidos;Estrangeira;20/02/2009;Universal;Distribuição Internacional;212.719;2.110.578,00
2009;Minhas Adoráveis Ex-Namoradas;E1500171500000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Playarte;Distribuição Nacional;405.762;3.767.962,39
2009;Mistéryos;B0800888700000;Ficção;Brasil;Brasileira;20/11/2009;Panda Filmes;Distribuição Nacional;155;558
2009;Monstros vs Alienígenas;E1402628900000;Animação;Estados Unidos;Estrangeira;03/04/2009;Paramount;Distribuição Internacional;1.418.995;13.576.987,00
2009;Morte Súbita;E1600620900000;Ficção;Estados Unidos;Estrangeira;24/10/2008;Playarte;Distribuição Nacional;918;3.861,00
2009;Moscou;B0901041200000;Documentário;Brasil;Brasileira;07/08/2009;Videofilmes;Distribuição Nacional;7.993;59.762,00
2009;Musicagen;B0600532400000;Documentário;Brasil;Brasileira;26/09/2008;Polifilmes;Distribuição Nacional;113;434
2009;Mutum;B0700721300000;Ficção;Brasil;Brasileira;15/11/2007;Videofilmes;Distribuição Nacional;125;441
2009;Má Educação;E1600598700000;Ficção;Espanha;Estrangeira;12/11/2004;Fox;Distribuição Internacional;188;871
2009;Na Mira do Chefe;E1600590400000;Ficção;Reino Unido;Estrangeira;17/10/2008;Paris;Distribuição Nacional;1.031;6.014,71
2009;Na Natureza Selvagem;E1402385200000;Ficção;Estados Unidos;Estrangeira;22/02/2008;Paramount;Distribuição Internacional;221;1.342,00
2009;Nada Vai nos Separar;B0901057200000;Documentário;Brasil;Brasileira;21/08/2009;G7 Cinema;Distribuição Nacional;5.407;47.118,24
2009;Nathalie;E1600609100000;Ficção;França;Estrangeira;06/11/2004;Pandora Filmes;Distribuição Nacional;97;436
2009;Naufrágio - Mistério e Morte na Catástrofe do Príncipe de Astúrias;B1101495000000;Documentário;Brasil;Brasileira;25/12/2009;Master Shot Produções;Distribuição Nacional;ND;ND
2009;Nem por Cima do meu Cadáver;E1600611300000;Ficção;Estados Unidos;Estrangeira;19/09/2008;Paris;Distribuição Nacional;241;1.855,00
2009;Ninho Vazio;E1600582400000;Ficção;Argentina;Estrangeira;30/01/2009;Imovision;Distribuição Nacional;36.526;314.414,22
2009;No meu Lugar;B0901027100000;Ficção;Brasil;Brasileira;13/11/2009;Downtown/Videofilmes;Distribuição Nacional;4.119;25.713,36
2009;Noites de Tormenta;E1500525900000;Ficção;Estados Unidos;Estrangeira;04/10/2008;Warner;Distribuição Internacional;225;1.524,00
2009;Noivas em Guerra;E1600553700000;Ficção;Estados Unidos;Estrangeira;06/02/2009;Fox;Distribuição Internacional;443.250;3.730.047,00
2009;Nome Próprio;B0800858600000;Ficção;Brasil;Brasileira;18/07/2008;Downtown;Distribuição Nacional;19;120
2009;Nossa Vida não Cabe num Opala;B0800870900000;Ficção;Brasil;Brasileira;15/08/2008;Imovision;Distribuição Nacional;442;1.340,00
2009;Nova York, Eu te Amo;E1600609200000;Ficção;Estados Unidos;Estrangeira;19/12/2009;Califórnia;Distribuição Nacional;34.849;417.270,75
2009;Novidades no Amor;E1600630500000;Ficção;Estados Unidos;Estrangeira;16/10/2009;Imagem;Distribuição Nacional;206.078;1.818.255,49
2009;Novo Século Americano;E1600631700000;Documentário;Itália;Estrangeira;23/01/2009;Moviemobz;Distribuição Nacional;1.571;14.053,00
2009;Nzinga;B0600504400000;Documentário;Brasil;Brasileira;24/11/2006;RioFilme;Distribuição Nacional;10;33
2009;Não Estou Lá;E1600542400000;Ficção;Estados Unidos;Estrangeira;21/03/2008;Europa;Distribuição Nacional;140;689,5
2009;O Aborto dos Outros;B0800890900000;Documentário;Brasil;Brasileira;05/09/2008;Califórnia;Distribuição Nacional;265;1.281,00
2009;O Amor em Cinco Tempos;E1600546900000;Ficção;França;Estrangeira;02/06/2006;Pandora Filmes;Distribuição Nacional;11;55
2009;O Amor Pede Passagem;E1600607200000;Ficção;Estados Unidos;Estrangeira;11/12/2009;Imagem;Distribuição Nacional;62.921;576.485,65
2009;O Balão Vermelho;E1600600100000;Ficção;França;Estrangeira;04/07/2008;Pandora Filmes;Distribuição Nacional;713;3.264,50
2009;O Banheiro do Papa;B0800821600000;Ficção;Brasil, França, Uruguai;Brasileira;14/03/2008;Imovision;Distribuição Nacional;30;190
2009;O Casamento de Rachel;E1600619500000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Sony;Distribuição Internacional;76.120;767.241,00
2009;O Cavaleiro Didi e a Princesa Lili;B0600616600000;Ficção;Brasil;Brasileira;22/12/2006;Sony;Distribuição Internacional;2.548;7.644,00
2009;O Caçador;E1600631900000;Ficção;Coréia do Sul;Estrangeira;16/10/2009;Imovision;Distribuição Nacional;2.873;27.661,30
2009;O Contador de Histórias;B0901029800000;Ficção;Brasil;Brasileira;07/08/2009;Warner;Distribuição Internacional;151.731;1.117.232,00
2009;O Corajoso Ratinho Despereaux;E1500121800000;Animação;Estados Unidos, Reino Unido;Estrangeira;16/01/2009;Universal;Distribuição Internacional;249.227;1.846.456,00
2009;O Coronel e o Lobisomem;B0500370500000;Ficção;Brasil;Brasileira;07/10/2005;Fox;Distribuição Internacional;140;700
2009;O Curioso Caso de Benjamin Button;E1500166000000;Ficção;Estados Unidos;Estrangeira;16/01/2009;Warner;Distribuição Internacional;2.083.246;18.691.102,00
2009;O Desinformante;E1402795900000;Ficção;Estados Unidos;Estrangeira;16/10/2009;Warner;Distribuição Internacional;77.732;824.144,00
2009;O Dia em que a Terra Parou;E1600640500000;Ficção;Estados Unidos;Estrangeira;09/01/2009;Fox;Distribuição Internacional;1.458.321;12.062.074,00
2009;O Diário de Sintra;B0900971300000;Documentário;Brasil;Brasileira;11/12/2009;Moviemobz/RioFilme;Distribuição Nacional;529;4.986,00
2009;O Equilibrista;E1500919200000;Documentário;Estados Unidos, Reino Unido;Estrangeira;10/04/2009;Califórnia;Distribuição Nacional;8.757;76.258,50
2009;O Escafandro e a Borboleta;E1600640800000;Ficção;Estados Unidos;Estrangeira;04/07/2008;Europa;Distribuição Nacional;57;389
2009;O Exterminador do Futuro: A Salvação;E1402824700000;Ficção;Estados Unidos;Estrangeira;05/06/2009;Sony;Distribuição Internacional;1.385.608;12.262.255,25
2009;O Fantástico Senhor Raposo;E1600583300000;Animação;Estados Unidos;Estrangeira;04/12/2009;Fox;Distribuição Internacional;9.810;82.379,00
2009;O Fim da Picada;B0800820600000;Ficção;Brasil;Brasileira;28/03/2009;Cinegrama;Distribuição Nacional;907;4.717,50
2009;O Fundo do Mar;E1600576600000;Ficção;Argentina;Estrangeira;02/10/2009;Panda Filmes;Distribuição Nacional;178;987,4
2009;O Golfinho - A História de um Sonhador;E1600576700000;Animação;Peru;Estrangeira;09/10/2009;Fox;Distribuição Internacional;67.811;504.852,00
2009;O Grilo Feliz e os Insetos Gigantes;B0800964000000;Animação;Brasil;Brasileira;09/01/2009;Fox;Distribuição Internacional;361.030;1.915.058,00
2009;O Grupo Baader Meinhof;E1600632200000;Ficção;Alemanha;Estrangeira;24/07/2009;Imagem;Distribuição Nacional;16.796;168.787,95
2009;O Guerreiro Didi e a Ninja Lili;B0800877500000;Ficção;Brasil;Brasileira;20/06/2008;Sony;Distribuição Internacional;7.337;22.015,05
2009;O Guerreiro Genghis Khan;E1500819600000;Ficção;Alemanha, Cazaquistão, Rússia;Estrangeira;24/07/2009;Europa;Distribuição Nacional;29.379;255.029,73
2009;O Leitor;Sem ROE;Ficção;Estados Unidos;Estrangeira;06/02/2009;Imagem;Distribuição Nacional;406.619;3.782.784,92
2009;O Lutador;E1600632300000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Paris;Distribuição Nacional;111.787;1.047.260,94
2009;O Menino da Porteira;B0900987100000;Ficção;Brasil;Brasileira;06/03/2009;Sony;Distribuição Internacional;666.625;4.559.799,00
2009;O Menino do Pijama Listrado;E1500454000000;Ficção;Estados Unidos, Reino Unido;Estrangeira;12/12/2008;Sony;Distribuição Internacional;33.751;272.790,00
2009;O Milagre de Santa Luzia;B0901024100000;Documentário;Brasil;Brasileira;28/08/2009;Miração Filmes;Distribuição Nacional;6.026;41.827,75
2009;O Mistério do Samba;B0800895200000;Documentário;Brasil;Brasileira;29/08/2008;Videofilmes;Distribuição Nacional;448;1.090,00
2009;O mundo imaginário do Dr. Parnassus;E1600632400000;Ficção;França;Estrangeira;07/05/2010;Sony;Distribuição Internacional;404;3.843,00
2009;O Nevoeiro;E1600632500000;Ficção;Estados Unidos;Estrangeira;29/08/2008;Paris;Distribuição Nacional;27;84,5
2009;O nome dela é Sabine;E1600577600000;Documentário;França;Estrangeira;07/08/2009;Filmes do Estação;Distribuição Nacional;6.577;57.273,96
2009;O Poder do Soul;E1600626100000;Documentário;Estados Unidos;Estrangeira;18/12/2009;Sony;Distribuição Internacional;196;1.928,00
2009;O Retorno;B0800885900000;Documentário;Brasil;Brasileira;29/08/2008;Pandora Filmes;Distribuição Nacional;215;1.649,00
2009;O Sabor da Melancia;E1600632600000;Ficção;China;Estrangeira;01/09/2006;Imovision;Distribuição Nacional;22;125
2009;O Sal da Terra (2008);B0800850800000;Ficção;Brasil;Brasileira;25/04/2008;Labovideo Produções Artísticas;Distribuição Nacional;706;3.862,00
2009;O Segredo do Grão;E1600598800000;Ficção;França;Estrangeira;11/07/2008;Imovision;Distribuição Nacional;2.231;12.753,20
2009;O Sequestro do Metrô 123;E1402824600000;Ficção;Estados Unidos;Estrangeira;04/09/2009;Sony;Distribuição Internacional;860.582;7.958.011,00
2009;O Signo da Cidade;B0700802200000;Ficção;Brasil;Brasileira;25/01/2008;Europa;Distribuição Nacional;50;228,5
2009;O Silêncio de Lorna;E1600600700000;Ficção;Bélgica;Estrangeira;07/11/2008;Imovision;Distribuição Nacional;4.165;36.455,00
2009;O Sinal;E1600599100000;Ficção;Argentina;Estrangeira;14/03/2008;Sony;Distribuição Internacional;142;629
2009;O Solista;E1600632700000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Universal;Distribuição Internacional;46.477;426.407,00
2009;O Tempo que Resta;E1600634600000;Ficção;França;Estrangeira;25/08/2006;Califórnia;Distribuição Nacional;35;225
2009;O Traidor;E1600635300000;Ficção;Estados Unidos;Estrangeira;14/11/2008;Playarte;Distribuição Nacional;649;4.280,00
2009;O Visitante;E1402595000000;Ficção;Estados Unidos;Estrangeira;13/03/2009;Moviemobz;Distribuição Nacional;26.070;245.078,25
2009;O Último Mitterrand;E1600600900000;Ficção;França;Estrangeira;11/11/2005;Imovision;Distribuição Nacional;116;545
2009;Olho de Boi;B0700805300000;Ficção;Brasil;Brasileira;15/08/2008;Pandora Filmes;Distribuição Nacional;1.340;1.633,21
2009;Onde Andará Dulce Veiga?;B0700801600000;Ficção;Brasil;Brasileira;27/06/2008;Califórnia;Distribuição Nacional;282;927,5
2009;Onde os Fracos não Têm Vez;E1402517200000;Ficção;Estados Unidos;Estrangeira;02/02/2008;Paramount;Distribuição Internacional;185;1.004,00
2009;Operação Valquíria;E1500792700000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Fox;Distribuição Internacional;1.144.728;9.946.310,00
2009;Orquestra dos Meninos;B0800838700000;Ficção;Brasil;Brasileira;07/11/2008;Paramount;Distribuição Internacional;21.192;65.107,00
2009;Os Contos de Canterbury;E1600589800000;Ficção;Itália;Estrangeira;Relançamento;Pandora Filmes;Distribuição Nacional;5.026;29.614,00
2009;Os Desafinados;B0800839700000;Ficção;Brasil;Brasileira;29/08/2008;Downtown;Distribuição Nacional;249;481,5
2009;Os Estranhos;E1600633000000;Ficção;Estados Unidos;Estrangeira;21/11/2008;Paris;Distribuição Nacional;2.750;15.394,00
2009;Os Falsários;E1600541200000;Ficção;Alemanha, Áustria;Estrangeira;29/05/2009;Europa;Distribuição Nacional;54.665;516.789,07
2009;Os famosos e os duendes da morte;B1001143200000;Ficção;Brasil;Brasileira;02/04/2010;Warner;Distribuição Internacional;581;2.740,00
2009;Os Fantasmas de Scrooge;E1600468700000;Animação;Estados Unidos;Estrangeira;06/11/2009;Sony;Distribuição Internacional;446.866;5.368.057,00
2009;Os Mosconautas no Mundo da Lua;E1500894700000;Animação;Bélgica, Estados Unidos;Estrangeira;10/10/2008;Playarte;Distribuição Nacional;553;2.504,50
2009;Os Normais 2;B0901061400000;Ficção;Brasil;Brasileira;28/08/2009;Imagem;Distribuição Nacional;2.202.640;18.978.259,88
2009;Os Porralokinhas;B0700807900000;Ficção;Brasil;Brasileira;25/12/2007;Universal;Distribuição Internacional;2.699;8.277,00
2009;Otávio e as Letras;B0800833500000;Ficção;Brasil;Brasileira;25/04/2008;Imovision;Distribuição Nacional;25;175
2009;Ouro Negro;B0800891200000;Ficção;Brasil;Brasileira;11/12/2009;Pandora Filmes;Distribuição Nacional;525;4.115,10
2009;Pacto Secreto;E1600626000000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Paris;Distribuição Nacional;74.876;584.753,31
2009;Pagando Bem que Mal Tem?;E1600638800000;Ficção;Estados Unidos;Estrangeira;21/03/2009;Imagem;Distribuição Nacional;206.277;1.688.575,44
2009;Palavra (En)Cantada;B0800917000000;Documentário;Brasil;Brasileira;13/03/2009;Filmes do Estação;Distribuição Nacional;32.464;261.289,89
2009;Pan-Cinema Permanente;B0700782600000;Documentário;Brasil;Brasileira;14/11/2008;Já Filmes;Distribuição Nacional;1.613;7.200,50
2009;Paranoid Park;E1600611800000;Ficção;Estados Unidos;Estrangeira;25/01/2008;Imovision;Distribuição Nacional;220;1.077,00
2009;Paris;E1600611900000;Ficção;França;Estrangeira;03/07/2009;Pandora Filmes;Distribuição Nacional;59.145;537.852,50
2009;Partir;E1600612000000;Ficção;França;Estrangeira;11/12/2009;Imovision;Distribuição Nacional;7.568;79.201,50
2009;Partículas Elementares;E1600577300000;Ficção;Alemanha;Estrangeira;28/03/2008;Pandora Filmes;Distribuição Nacional;125;550,5
2009;Passageiros;Sem ROE;Ficção;Estados Unidos;Estrangeira;27/03/2009;Imagem;Distribuição Nacional;120.241;1.003.160,80
2009;Patativa do Assaré - Ave Poesia;B0800925600000;Documentário;Brasil;Brasileira;02/03/2009;Sereia Filmes;Distribuição Nacional;2.650;15.022,15
2009;Paulo Gracindo - O Bem amado;B0800827400000;Documentário;Brasil;Brasileira;01/05/2009;Filmes do Estação;Distribuição Nacional;8.968;75.275,30
2009;Pequenas Histórias;B0700810200000;Ficção;Brasil;Brasileira;11/07/2008;Filmes do Estação;Distribuição Nacional;65;118,5
2009;Pequenos Invasores;E1600540200000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Fox;Distribuição Internacional;152.073;1.117.283,00
2009;Perdido pra Cachorro;E1500529000000;Ficção;Estados Unidos;Estrangeira;14/02/2009;Sony;Distribuição Internacional;160.984;1.217.970,00
2009;Perigo em Bangkok;E1600552600000;Ficção;Estados Unidos;Estrangeira;12/09/2008;Playarte;Distribuição Nacional;288;1.893,00
2009;Personal Che;E1600612800000;Documentário;Estados Unidos;Estrangeira;13/06/2008;Filmes do Estação;Distribuição Nacional;29;234
2009;Persépolis;E1600612700000;Animação;França;Estrangeira;22/02/2008;Europa;Distribuição Nacional;904;3.529,58
2009;Pintar ou Fazer Amor;E1600545400000;Ficção;França;Estrangeira;12/10/2006;Imovision;Distribuição Nacional;85;453,5
2009;Planeta 51;E1600613200000;Animação;Espanha, Reino Unido;Estrangeira;27/11/2009;Imagem;Distribuição Nacional;526.420;3.807.245,16
2009;Polícia, Adjetivo;E1600613400000;Ficção;Romênia;Estrangeira;20/11/2009;Imovision;Distribuição Nacional;2.217;21.728,50
2009;Por Amor;E1600612900000;Ficção;Estados Unidos;Estrangeira;03/04/2009;Imagem;Distribuição Nacional;39.348;349.158,54
2009;Praça Saens Peña;B0901002100000;Ficção;Brasil;Brasileira;11/12/2009;Moviemobz/RioFilme;Distribuição Nacional;3.196;30.066,55
2009;Presságio;E1500468000000;Ficção;Estados Unidos;Estrangeira;10/04/2009;Paris;Distribuição Nacional;943.863;8.479.764,59
2009;Preto e Branco;B0500279400000;Documentário;Brasil;Brasileira;25/08/2005;Já Filmes;Distribuição Nacional;67;256
2009;Pretérito Perfeito;B0800891700000;Documentário;Brasil;Brasileira;31/10/2008;Pipa Produções;Distribuição Nacional;41;240
2009;Procedimento Operacional Padrão;E1600621300000;Ficção;Estados Unidos;Estrangeira;31/10/2008;Sony;Distribuição Internacional;446;3.115,50
2009;Promessas de um Cara de Pau;E1600627700000;Ficção;Estados Unidos;Estrangeira;26/09/2008;Imagem;Distribuição Nacional;71;278
2009;Quando Estou Amando;E1600545500000;Ficção;França;Estrangeira;30/05/2008;Califórnia;Distribuição Nacional;2.143;11.435,46
2009;Quando Você Viu Seu Pai pela Última Vez?;E1600637400000;Ficção;Estados Unidos;Estrangeira;05/12/2008;Sony;Distribuição Internacional;1.902;12.945,00
2009;Quanto Dura o Amor?;B0901071800000;Ficção;Brasil;Brasileira;02/10/2009;Pandora Filmes;Distribuição Nacional;8.405;66.927,53
2009;Quarentena;E1500894100000;Ficção;Estados Unidos;Estrangeira;16/01/2009;Sony;Distribuição Internacional;111.691;911.555,00
2009;Quase Irmãos;E1600131700000;Ficção;Estados Unidos;Estrangeira;24/10/2008;Sony;Distribuição Internacional;702;4.484,00
